stock_code,trigger_date,trigger_rsi,foreign_net_buy,vol_ma20,has_golden_cross,gc_date,max_return_20d
383220,2025-09-29,21.05263157894737,1274616500.0,51124.65,True,2025-10-24,6.289308176100629
071970,2025-09-29,29.3859649122807,744137100.0,311399.1,True,2025-10-14,35.10773130544994
175330,2025-09-29,25.454545454545453,40780650.0,415815.95,False,,4.366812227074235
052690,2025-09-29,26.21951219512195,3408220400.0,240979.85,True,2025-10-14,39.361702127659576
002380,2025-09-29,27.11864406779661,142318750.0,42668.75,True,2025-10-21,28.133704735376046
086280,2025-09-29,23.42342342342343,7868933200.0,248077.4,True,2025-10-24,15.942891136228434
011210,2025-09-29,27.450980392156865,229238100.0,95064.3,True,2025-10-17,25.38860103626943
009420,2025-09-26,24.603174603174608,1441188300.0,395687.25,True,2025-10-02,38.43648208469055
007340,2025-09-26,26.229508196721312,78257925.0,79104.3,True,2025-10-17,13.122171945701359
375500,2025-09-26,25.0,2262859650.0,183081.55,True,2025-10-24,12.285012285012286
086280,2025-09-26,23.63636363636364,3414397500.0,248521.65,True,2025-10-24,15.66765578635015
002380,2025-09-26,27.11864406779661,6734796000.0,41696.6,True,2025-10-21,28.851540616246496
011200,2025-09-26,27.67857142857143,2071353725.0,1871531.25,True,2025-10-27,5.109489051094891
012330,2025-09-26,26.66666666666667,3061816000.0,188588.5,True,2025-10-20,9.152542372881356
069620,2025-09-26,26.294820717131472,25140500.0,37511.8,True,2025-10-21,7.44920993227991
259960,2025-09-26,8.57142857142857,1193434750.0,92351.1,False,,2.707275803722504
071970,2025-09-26,26.69322709163346,6099117250.0,321288.7,True,2025-10-14,29.419191919191917
011210,2025-09-26,27.272727272727266,175892050.0,100669.55,True,2025-10-17,22.88659793814433
007340,2025-09-25,27.350427350427353,300706450.0,77676.3,True,2025-10-17,10.864745011086473
259960,2025-09-25,9.230769230769226,6220504750.0,94082.95,False,,1.335559265442404
383220,2025-09-25,27.38095238095238,897941300.0,48867.65,True,2025-10-24,3.522205206738132
086280,2025-09-25,24.842767295597483,4586894000.0,257617.85,True,2025-10-24,3.5924617196702
051900,2025-09-25,26.19047619047619,658447500.0,48289.85,True,2025-10-28,2.4432809773123907
011210,2025-09-25,28.57142857142857,900063550.0,99349.6,True,2025-10-17,20.282542885973765
259960,2025-09-24,8.333333333333329,1180541250.0,94812.15,False,,0.6611570247933884
020560,2025-09-24,28.33333333333333,17821495.0,77120.9,False,,0.4291845493562232
259960,2025-09-23,18.840579710144937,4558373750.0,92995.85,False,,0.8130081300813009
007340,2025-09-23,25.599999999999994,108469400.0,76689.65,True,2025-10-17,8.459869848156181
018880,2025-09-23,28.05755395683454,619830141.0,726030.9,True,2025-10-17,26.519685039370078
011210,2025-09-23,26.25,2442283300.0,97139.2,True,2025-10-17,14.624505928853754
071970,2025-09-23,28.879310344827587,831874300.0,384125.1,True,2025-10-14,21.50537634408602
